race,k,A1,optimization_repeatability__A1__mean,optimization_repeatability__A1__std,optimization_repeatability__A1__q05,optimization_repeatability__A1__q95,local_robustness__A1__mean,local_robustness__A1__std,local_robustness__A1__q05,local_robustness__A1__q95,structural_stress__A1__mean,structural_stress__A1__std,structural_stress__A1__q05,structural_stress__A1__q95,A2,optimization_repeatability__A2__mean,optimization_repeatability__A2__std,optimization_repeatability__A2__q05,optimization_repeatability__A2__q95,local_robustness__A2__mean,local_robustness__A2__std,local_robustness__A2__q05,local_robustness__A2__q95,structural_stress__A2__mean,structural_stress__A2__std,structural_stress__A2__q05,structural_stress__A2__q95,A3,optimization_repeatability__A3__mean,optimization_repeatability__A3__std,optimization_repeatability__A3__q05,optimization_repeatability__A3__q95,local_robustness__A3__mean,local_robustness__A3__std,local_robustness__A3__q05,local_robustness__A3__q95,structural_stress__A3__mean,structural_stress__A3__std,structural_stress__A3__q05,structural_stress__A3__q95,normalized_entropy,optimization_repeatability__tv_mean,optimization_repeatability__tv_q95,optimization_repeatability__tv_max,local_robustness__tv_mean,local_robustness__tv_q95,local_robustness__tv_max,structural_stress__tv_mean,structural_stress__tv_q95,structural_stress__tv_max,A4,optimization_repeatability__A4__mean,optimization_repeatability__A4__std,optimization_repeatability__A4__q05,optimization_repeatability__A4__q95,local_robustness__A4__mean,local_robustness__A4__std,local_robustness__A4__q05,local_robustness__A4__q95,structural_stress__A4__mean,structural_stress__A4__std,structural_stress__A4__q05,structural_stress__A4__q95,A5,optimization_repeatability__A5__mean,optimization_repeatability__A5__std,optimization_repeatability__A5__q05,optimization_repeatability__A5__q95,local_robustness__A5__mean,local_robustness__A5__std,local_robustness__A5__q05,local_robustness__A5__q95,structural_stress__A5__mean,structural_stress__A5__std,structural_stress__A5__q05,structural_stress__A5__q95,A6,optimization_repeatability__A6__mean,optimization_repeatability__A6__std,optimization_repeatability__A6__q05,optimization_repeatability__A6__q95,local_robustness__A6__mean,local_robustness__A6__std,local_robustness__A6__q05,local_robustness__A6__q95,structural_stress__A6__mean,structural_stress__A6__std,structural_stress__A6__q05,structural_stress__A6__q95,A7,optimization_repeatability__A7__mean,optimization_repeatability__A7__std,optimization_repeatability__A7__q05,optimization_repeatability__A7__q95,local_robustness__A7__mean,local_robustness__A7__std,local_robustness__A7__q05,local_robustness__A7__q95,structural_stress__A7__mean,structural_stress__A7__std,structural_stress__A7__q05,structural_stress__A7__q95,A8,optimization_repeatability__A8__mean,optimization_repeatability__A8__std,optimization_repeatability__A8__q05,optimization_repeatability__A8__q95,local_robustness__A8__mean,local_robustness__A8__std,local_robustness__A8__q05,local_robustness__A8__q95,structural_stress__A8__mean,structural_stress__A8__std,structural_stress__A8__q05,structural_stress__A8__q95
dwarfs,7,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.000000000,1.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,,,,,,
empire,7,0.751352044,0.746325685,0.006892474,0.738001577,0.751356283,0.751186408,0.024669022,0.712472604,0.782686520,0.626285123,0.225746422,0.059983791,0.876860048,0.181551388,0.169290537,0.016966641,0.148800651,0.181610979,0.177211220,0.017121571,0.142907163,0.200429337,0.190676622,0.154916729,0.000000000,0.332660610,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.362726316,0.017309687,0.046101095,0.046101159,0.022947677,0.043951292,0.071049545,0.203719437,0.751549831,0.896950106,0.067096567,0.070490193,0.004684082,0.067094242,0.076147900,0.069998645,0.015159793,0.049122824,0.093973354,0.150269981,0.176787984,0.000000000,0.388900379,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000733412,0.004638502,0.000000000,0.000000000,0.024053993,0.056953394,0.000000000,0.132654283,0.000000000,0.013893585,0.019174970,0.000000000,0.037052040,0.000870316,0.005504364,0.000000000,0.000000000,0.004946511,0.017804380,0.000000000,0.053039014,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.003767769,0.023507953,0.000000000,0.000099782,,,,,,,,,,,,,
grand_cathay,7,0.338385420,0.350347593,0.016573949,0.338304183,0.370370702,0.345187720,0.042555850,0.308772153,0.395567634,0.380435661,0.180661006,0.153634204,0.717356421,0.402112434,0.436481487,0.047357973,0.402107477,0.493677139,0.401758651,0.040537621,0.381348686,0.434647324,0.329942945,0.162210431,0.111752553,0.559723315,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.006528664,0.025522170,0.000000000,0.040535404,0.556584781,0.046362365,0.123539489,0.123542658,0.038188879,0.127716702,0.287616086,0.242108816,0.514385593,0.597887566,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.011141365,0.031582633,0.000000000,0.071477359,0.259502146,0.213170920,0.063931865,0.135962657,0.259502134,0.248513054,0.050735150,0.176745114,0.290343718,0.203675045,0.137348923,0.000000000,0.408385434,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.004516535,0.020966852,0.000000000,0.003084126,0.023192692,0.060175285,0.000000000,0.099694689,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000024040,0.000152041,0.000000000,0.000000000,0.045083628,0.060660522,0.000000000,0.158132587,,,,,,,,,,,,,
greenskins,7,0.095008847,0.107997768,0.017910533,0.095009715,0.129633687,0.101814267,0.033560774,0.054148668,0.148308863,0.167210496,0.143371678,0.000000000,0.400089583,0.106583046,0.154024102,0.065390354,0.106579017,0.232994126,0.115597554,0.034109615,0.073345694,0.171616108,0.091964781,0.119993738,0.000000000,0.319482885,0.319878343,0.315358473,0.006296204,0.307750084,0.319953508,0.315660865,0.018086196,0.285725788,0.340776132,0.259435330,0.100637212,0.101818617,0.391934125,0.611281238,0.060465252,0.161028899,0.161032370,0.071111140,0.175459860,0.478529764,0.342980774,0.564502368,0.711499708,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.001294527,0.005126810,0.000000000,0.006611950,0.041018615,0.063473904,0.000000000,0.147872833,0.477063549,0.421698258,0.076241812,0.329619173,0.477073006,0.443424898,0.102192869,0.327852852,0.520758741,0.322462604,0.220138892,0.008459607,0.705571178,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.014155850,0.062491678,0.000000000,0.014054440,0.054764119,0.108672558,0.000000000,0.219719359,0.001466215,0.000921398,0.000763016,0.000000000,0.001480826,0.008052039,0.009805717,0.000000000,0.024684241,0.063144057,0.080583237,0.000000000,0.207327303,,,,,,,,,,,,,
high_elves,7,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.002426269,0.015345075,0.000000000,0.000000000,0.029343193,0.069592502,0.000000000,0.140706814,0.732844983,0.687026740,0.062718645,0.611251877,0.732895827,0.709778811,0.112908782,0.643753200,0.808392548,0.460857652,0.244154467,0.039369920,0.827866699,0.087350708,0.086086253,0.002148415,0.083502747,0.087849024,0.088853352,0.041175356,0.014893756,0.147237111,0.154784596,0.164947428,0.000000000,0.467275827,0.385039909,0.047279968,0.125441015,0.125482579,0.071969578,0.115172676,0.868811945,0.369397198,0.832244592,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.023058664,0.045633308,0.000000000,0.128930399,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.022323304,0.123034758,0.000000000,0.006058550,0.044057076,0.173247864,0.000000000,0.100208860,0.000000000,0.044140289,0.060919391,0.000000000,0.117732789,0.002861137,0.018095420,0.000000000,0.000000000,0.055191407,0.190898983,0.000000000,0.319586658,0.179804310,0.182746719,0.003936794,0.179789337,0.187512536,0.173757126,0.033792385,0.139101014,0.227619396,0.232707411,0.208359727,0.000000000,0.549598629,,,,,,,,,,,,,
khorne,7,0.075110033,0.071828734,0.004457689,0.066443632,0.075117049,0.073156506,0.019416577,0.044564080,0.102108766,0.068824041,0.174719144,0.000000000,0.269457862,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.009805654,0.019938441,0.000000000,0.065709143,0.093697727,0.152939213,0.000000000,0.281383905,0.684176116,0.714445188,0.041823733,0.684110813,0.764952422,0.682130518,0.045890080,0.588257339,0.749733580,0.407905618,0.321129548,0.000000000,0.853724626,0.469230095,0.030347326,0.080776307,0.080776463,0.044133693,0.120395242,0.180209770,0.464079217,0.950169817,1.000000000,0.195588424,0.185501014,0.013993689,0.168599903,0.195680417,0.190596482,0.015042299,0.166201260,0.214003139,0.144608887,0.111659979,0.000000000,0.342896691,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.051222496,0.216577929,0.000000000,0.108936540,0.045125427,0.028225064,0.023372586,0.000000000,0.045188860,0.040600913,0.020898310,0.000000000,0.073837954,0.084670866,0.219552409,0.000000000,0.352397106,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.003709926,0.016992231,0.000000000,0.013235728,0.149070366,0.257263857,0.000000000,0.761551489,,,,,,,,,,,,,
kislev,7,0.058761534,0.086296927,0.038046131,0.058704872,0.132247625,0.066350819,0.027990474,0.035477932,0.135264511,0.129469416,0.095566661,0.000000000,0.278650451,0.184973439,0.155712753,0.040268758,0.107072605,0.184984836,0.169404567,0.039569213,0.108694552,0.219651472,0.116175880,0.108639285,0.000000000,0.319071785,0.068382000,0.064872961,0.004878019,0.058977388,0.068428582,0.070113992,0.022036954,0.030914524,0.101119058,0.122759559,0.117635091,0.000000000,0.352507726,0.650690334,0.084642468,0.225443712,0.225459186,0.060690535,0.174497406,0.336358070,0.310241500,0.564735983,0.611156596,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.004260082,0.013404072,0.000000000,0.035089905,0.139363879,0.109669845,0.040925268,0.060243987,0.139371016,0.140474864,0.031854136,0.116547455,0.167063865,0.109466167,0.097793370,0.000000000,0.265829976,0.000000000,0.056980927,0.078641151,0.000000000,0.151957621,0.007922375,0.026471236,0.000000000,0.033939476,0.082408071,0.103350438,0.000000000,0.305673058,0.548519148,0.526466587,0.030615501,0.489489076,0.548750836,0.545733382,0.044485816,0.488690964,0.624279114,0.435460824,0.146460431,0.195161011,0.658832391,,,,,,,,,,,,,
lizardmen,7,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.486105458,0.303486379,0.251310908,0.000000000,0.486162463,0.436499815,0.160616342,0.000000000,0.636156503,0.205498723,0.290455385,0.000000000,0.868054788,0.410027507,0.256492407,0.212396065,0.000000000,0.410655035,0.388582182,0.136003288,0.000000000,0.558478899,0.418399899,0.373416321,0.000000000,0.937381529,0.488931297,0.375351457,1.000000000,1.000000000,0.150695024,0.896132964,1.000000000,0.550419990,1.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.010437061,0.027515414,0.000000000,0.081576711,0.103867036,0.065021214,0.053842823,0.000000000,0.104157922,0.144364961,0.202301260,0.045002068,0.219386181,0.161489591,0.271758961,0.000000000,1.000000000,0.000000000,0.375000000,0.517549170,0.000000000,1.000000000,0.030553042,0.157472543,0.000000000,0.025101535,0.153194538,0.332671669,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.050980189,0.220580705,0.000000000,0.087247183,,,,,,,,,,,,,
norsca,7,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000402076,0.001356981,0.000000000,0.003151065,0.036842649,0.133605652,0.000000000,0.112886051,0.143826651,0.124854573,0.025967679,0.093491250,0.143850109,0.140680841,0.045814540,0.088941047,0.210381035,0.062606414,0.104907459,0.000000000,0.328792212,0.450647330,0.467808762,0.023442769,0.450621157,0.496121962,0.448243478,0.038561130,0.394553474,0.484502009,0.360768444,0.201510990,0.000000000,0.620981042,0.735459110,0.109839456,0.292502264,0.292507327,0.072455088,0.172674998,0.347379556,0.349184279,0.729516462,0.898294874,0.015178901,0.009496155,0.007863571,0.000000000,0.015205383,0.014822123,0.010132427,0.000000000,0.032343280,0.024177674,0.031679556,0.000000000,0.079477583,0.117574340,0.194032206,0.105476374,0.117567889,0.321410436,0.119728230,0.054201916,0.066718512,0.176255494,0.145444955,0.111395984,0.000000000,0.294039981,0.226987962,0.141844005,0.117457999,0.000000000,0.226995529,0.227441455,0.047221582,0.197743991,0.261945143,0.223643108,0.185559554,0.000000000,0.457921784,0.045784817,0.061964300,0.022370218,0.045733424,0.088983741,0.048681796,0.024324557,0.012003566,0.084657640,0.146516756,0.176214527,0.000000000,0.567622675,,,,,,,,,,,,,
nurgle,7,0.136399266,0.139086956,0.003718194,0.136386027,0.143582820,0.130850421,0.018072411,0.101474622,0.153574147,0.124890411,0.148017865,0.000000000,0.341209481,0.152680605,0.099507744,0.073342545,0.010929372,0.152688570,0.143404854,0.034215172,0.102281862,0.185084940,0.102242404,0.124999281,0.000000000,0.274071465,0.367434900,0.421143919,0.073999075,0.367413096,0.510526176,0.369901520,0.041044110,0.324845605,0.439205847,0.237655975,0.197213193,0.000000000,0.552868879,0.687731162,0.178336878,0.475397542,0.475397867,0.066739710,0.142583943,0.461079316,0.450319220,0.774451973,0.908505685,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000301978,0.001389641,0.000000000,0.000215318,0.010193519,0.024408645,0.000000000,0.081669594,0.000000000,0.103381635,0.142680212,0.000000000,0.275687704,0.007141200,0.045164914,0.000000000,0.000000000,0.119144548,0.140596540,0.000000000,0.340126194,0.333646310,0.208515404,0.172667160,0.000000000,0.333654902,0.322607592,0.058317587,0.289508148,0.377030145,0.217606027,0.163677394,0.000000000,0.390849107,0.009838919,0.028364343,0.025612283,0.009776609,0.059306781,0.025792434,0.034402993,0.000000000,0.088481433,0.188267116,0.240778689,0.000000000,0.639432765,,,,,,,,,,,,,
ogre_kingdoms,7,0.028735524,0.017865520,0.014794495,0.000000000,0.028753722,0.026473607,0.024050577,0.000000000,0.070366093,0.034096241,0.056067687,0.000000000,0.161247980,0.971264476,0.978941034,0.010387318,0.971246278,0.991500471,0.970828788,0.022866468,0.927820559,1.000000000,0.899275151,0.104201067,0.767990092,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.012212227,0.042520333,0.000000000,0.075546568,0.066970652,0.010877003,0.028735524,0.028735524,0.021411573,0.044225493,0.050218699,0.098191293,0.219941521,0.441160535,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.001485074,0.006563760,0.000000000,0.001413514,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.007927208,0.022090036,0.000000000,0.070796344,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000980422,0.003181140,0.000000000,0.008142719,0.011601020,0.029929669,0.000000000,0.091733342,0.000000000,0.003193446,0.004407400,0.000000000,0.008531380,0.001717183,0.007538820,0.000000000,0.006542855,0.033403079,0.059369290,0.000000000,0.174359679,,,,,,,,,,,,,
skaven,7,0.136881351,0.180219444,0.059770667,0.136879454,0.252412491,0.150769547,0.042937140,0.113520995,0.253428734,0.241967769,0.141966067,0.000000000,0.429817586,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.021080517,0.095653129,0.000000000,0.037094229,0.000000000,0.006850408,0.009454462,0.000000000,0.018271674,0.007350141,0.011329117,0.000000000,0.029174031,0.034608006,0.045839534,0.000000000,0.130013252,0.216202164,0.064970299,0.173111361,0.173132304,0.071472868,0.205382587,0.863118649,0.368121107,0.863118649,1.000000000,0.000000000,0.014370969,0.019833822,0.000000000,0.038322960,0.003777278,0.013848504,0.000000000,0.034848218,0.046758577,0.068526442,0.000000000,0.216476056,0.859857287,0.796112677,0.087847164,0.690007288,0.859864251,0.803228266,0.188147582,0.657736063,0.886479005,0.526193946,0.304575343,0.000000000,0.961433477,0.000000000,0.000368664,0.000508810,0.000000000,0.000985587,0.031463660,0.131045789,0.000000000,0.048494711,0.111200512,0.175382356,0.000000000,0.447309877,0.003261362,0.002077838,0.001721237,0.000000000,0.003369698,0.003411108,0.006965700,0.000000000,0.021882149,0.018190672,0.038732446,0.000000000,0.101827383,,,,,,,,,,,,,
slaanesh,7,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.010013359,0.036090125,0.000000000,0.106290544,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.007785951,0.034721014,0.000000000,0.021139345,0.208000673,0.203977434,0.005631455,0.197161834,0.208113277,0.202946960,0.026625678,0.168778935,0.235973569,0.183912107,0.195071059,0.000000000,0.535989465,0.262753980,0.004101064,0.010838840,0.010855410,0.023006448,0.041418225,0.070208577,0.233978034,0.791999327,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000252665,0.001597994,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.005085850,0.021199982,0.000000000,0.014548239,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.076078128,0.198309607,0.000000000,0.285931651,0.791999327,0.796022566,0.005631455,0.791886723,0.802838166,0.797053040,0.026625678,0.764026431,0.831221065,0.716871941,0.288339859,0.000000000,1.000000000,,,,,,,,,,,,,
tomb_kings,7,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000290463,0.001837046,0.000000000,0.000000000,0.053062917,0.098121486,0.000000000,0.207790133,0.299744297,0.345771737,0.063306454,0.299723751,0.422235297,0.308398550,0.044374114,0.254656101,0.386538815,0.346500134,0.135436579,0.143372599,0.556290812,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.002989576,0.018907740,0.000000000,0.000000000,0.397488400,0.046080126,0.122491000,0.122505816,0.069050672,0.126455927,0.656815942,0.261618870,0.656815942,0.656815942,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.001200069,0.007589900,0.000000000,0.000000000,0.656815942,0.627036994,0.040790188,0.577764703,0.656845237,0.621466367,0.150245952,0.539130515,0.725214123,0.483032482,0.255981157,0.000000000,0.850949314,0.043439761,0.027191269,0.022516567,0.000000000,0.043557114,0.069844620,0.114835343,0.011594099,0.103967165,0.107497389,0.163852762,0.000000000,0.418264317,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.005717434,0.023401907,0.000000000,0.011738995,,,,,,,,,,,,,
tzeentch,7,0.002124360,0.001304813,0.001080842,0.000000000,0.002128704,0.007317018,0.011243818,0.000000000,0.033207883,0.041684387,0.072202523,0.000000000,0.140910907,0.222036137,0.193705372,0.039010367,0.146594473,0.222046600,0.209349175,0.023800329,0.170454861,0.245044172,0.168824195,0.117682394,0.000000000,0.353267458,0.508296647,0.549684684,0.056988779,0.508279120,0.618506414,0.516214730,0.027648727,0.478450573,0.561914471,0.465485544,0.157964173,0.256898873,0.757761493,0.611184530,0.118632267,0.316145327,0.316148581,0.045258107,0.107106229,0.250909054,0.261822170,0.445318026,0.592339044,0.062455237,0.049908153,0.017342451,0.028963537,0.062488082,0.059422908,0.015668675,0.039347975,0.078614614,0.048226623,0.054571746,0.000000000,0.131024781,0.000000000,0.077225179,0.106580872,0.000000000,0.205935729,0.012885026,0.034373795,0.000000000,0.035682748,0.055017411,0.081005525,0.000000000,0.234976659,0.205087618,0.128171799,0.106136334,0.000000000,0.205091939,0.194811143,0.030205559,0.165627086,0.225395345,0.190343328,0.142842532,0.024517236,0.444650282,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.030418511,0.058127235,0.000000000,0.170603375,,,,,,,,,,,,,
vampire_coast,7,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.008049987,0.038814992,0.000000000,0.004602561,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.006054328,0.026758730,0.000000000,0.005763983,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.014258751,0.046282670,0.000000000,0.123491828,-0.000000000,0.038981962,0.103956666,0.103961476,0.052930108,0.137883479,1.000000000,0.187135184,1.000000000,1.000000000,0.000000000,0.034173411,0.047163788,0.000000000,0.091132317,0.009118773,0.029303679,0.000000000,0.088554037,0.050142339,0.100892349,0.000000000,0.245603657,1.000000000,0.961018038,0.053800219,0.896043334,1.000000000,0.947069892,0.219016040,0.862116521,1.000000000,0.812864816,0.340086627,0.000000000,1.000000000,0.000000000,0.004808551,0.006636431,0.000000000,0.012824349,0.043811335,0.192683888,0.000000000,0.049329442,0.108134566,0.257286389,0.000000000,0.812910369,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000495213,0.003132001,0.000000000,0.000000000,,,,,,,,,,,,,
vampire_counts,7,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.017965854,0.047704384,0.000000000,0.119573582,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.003138507,0.012116570,0.000000000,0.026952758,-0.000000000,0.375000000,1.000000000,1.000000000,0.026962961,0.038909202,1.000000000,0.243148793,1.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.003446935,0.016186685,0.000000000,0.002228069,0.000000000,0.345037930,0.476197584,0.000000000,0.920106250,0.022792109,0.144149957,0.000000000,0.000000000,0.120600639,0.255610676,0.000000000,0.724776388,1.000000000,0.625000000,0.517549170,0.000000000,1.000000000,0.973037039,0.158033007,0.961090798,1.000000000,0.756851207,0.410049340,0.000000000,1.000000000,0.000000000,0.029962070,0.041351585,0.000000000,0.079904176,0.004170852,0.016161592,0.000000000,0.038909202,0.097996858,0.223494129,0.000000000,0.616243669,,,,,,,,,,,,,
warriors_of_chaos,7,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000239677,0.000908868,0.000000000,0.002164539,0.039225783,0.158390007,0.000000000,0.090224825,0.117551483,0.077277037,0.055254040,0.010542748,0.117587545,0.110428962,0.045050195,0.038494101,0.185985615,0.033446152,0.052160251,0.000000000,0.113610906,0.800970692,0.810356164,0.012531425,0.800923569,0.825498457,0.789551402,0.080602911,0.683927166,0.873529605,0.625058897,0.322558042,0.007475542,0.993426107,0.325669270,0.043482919,0.115395358,0.115396426,0.054978827,0.128487269,0.521033678,0.334237959,0.920515536,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000668774,0.002959319,0.000000000,0.000623653,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.014872155,0.081912740,0.000000000,0.004056620,0.034722408,0.108863081,0.000000000,0.299807757,0.000000000,0.034079322,0.047033935,0.000000000,0.090890487,0.003117790,0.019718636,0.000000000,0.000000000,0.086481671,0.218178086,0.000000000,0.459932416,0.081477826,0.078287477,0.004309695,0.073075007,0.081488886,0.081790013,0.016658922,0.055724872,0.106649700,0.180396315,0.261844544,0.000000000,0.764556868,,,,,,,,,,,,,
wood_elves,7,0.082288656,0.088316232,0.008379488,0.082205973,0.098440607,0.088002648,0.015202114,0.066502782,0.105529528,0.139571200,0.137226503,0.000000000,0.386642870,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.007784325,0.031643794,0.000000000,0.058623245,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.022099668,0.075696215,0.000000000,0.170618241,0.238259936,0.007441107,0.019739784,0.019745338,0.015628973,0.030914540,0.052413110,0.207656516,0.618965787,0.917711344,0.044914193,0.046251247,0.001864013,0.044889561,0.048502427,0.045559592,0.008151787,0.034404862,0.058970729,0.036219968,0.036829014,0.000000000,0.089803630,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.028238349,0.062072423,0.000000000,0.180982598,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.034445318,0.102701558,0.000000000,0.182660333,0.872797151,0.865432521,0.010243499,0.853057367,0.872904337,0.866437760,0.014106158,0.841882611,0.886504995,0.731641173,0.255159996,0.298531785,0.975998841,,,,,,,,,,,,,
beastmen,8,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.018413995,0.057892619,0.000000000,0.114586459,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000642866,0.002125404,0.000000000,0.004086256,0.031715305,0.062007122,0.000000000,0.130919878,0.000000000,0.001532026,0.002600360,0.000000000,0.005725515,0.000730188,0.003451617,0.000000000,0.000457652,0.053663835,0.098122762,0.000000000,0.289692998,0.124492272,0.006777491,0.029551757,0.042342523,0.017013519,0.031661782,0.040014653,0.223297554,0.660197507,0.835480349,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000399911,0.000261161,0.000216405,0.000000000,0.000424866,0.002054997,0.003672136,0.000000000,0.008908093,0.024594879,0.056633849,0.000000000,0.113462586,0.030982396,0.035282854,0.015116724,0.027582026,0.057974921,0.031175077,0.013130762,0.012283520,0.048675653,0.048507372,0.067222903,0.000000000,0.176208099,0.025308472,0.022172937,0.008959235,0.008857965,0.025362094,0.025094541,0.007828669,0.012015829,0.039308765,0.067938686,0.093509340,0.000000000,0.244720377,0.943309221,0.940751022,0.005758988,0.931803032,0.943341975,0.940302332,0.016067700,0.912047350,0.962021305,0.755165929,0.232837214,0.283491629,0.990261009
